map_name,scen_id,n_agents,solver_name,reward,total_time,exec_time,train_time,end_reason,replans_max_size,replans_count,n_conflicts,eval_time,init_time,conflicts_time,n_iterations
empty-48-48,1,2,online_window_dijkstra_2,-97,4.85121,4.82121,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-125,4.71123,4.68123,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-97,3.49515,3.46515,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-86,2.7098,2.6798,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-116,3.83796,3.80796,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-88,2.38863,2.35863,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-103,2.79947,2.76947,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-111,3.46732,3.43732,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-145,3.77103,3.74103,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-74,1.86814,1.83814,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-134,3.59148,3.56148,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-99,2.69222,2.66222,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-111,3.20844,3.17844,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-94,2.52672,2.49672,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-108,3.2289,3.1989,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-124,2.97515,2.94515,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-97,2.78374,2.75374,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-116,2.8568,2.8268,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-122,3.5033,3.4733,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-144,4.14125,4.11125,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-87,2.09015,2.06015,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-72,1.6154,1.5854,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-129,3.45411,3.42411,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-118,3.47594,3.44595,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-124,2.73688,2.70688,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-92,2.38057,2.35057,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-141,3.66133,3.63133,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-96,2.44675,2.41675,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-158,4.60558,4.57558,0.03,success,0,0,-,-,-,-,-
empty-48-48,1,2,online_window_dijkstra_2,-133,3.83337,3.80337,0.03,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-107,6.53023,6.51023,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-120,5.2398,5.2198,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-87,4.07547,4.05547,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-88,3.96698,3.94699,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-100,4.01708,3.99709,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-67,2.701,2.681,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-87,3.3413,3.3213,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-99,3.7201,3.7001,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-87,2.8559,2.8359,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-59,1.81558,1.79558,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-80,2.98035,2.96035,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-90,3.33024,3.31025,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-88,3.17223,3.15223,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-101,3.44068,3.42068,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-114,3.84105,3.82105,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-80,2.80519,2.78519,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-89,2.85206,2.83206,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-100,3.20071,3.18071,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-93,3.1634,3.1434,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-91,2.91791,2.89791,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-120,3.59587,3.57587,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-72,2.55129,2.53129,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-71,2.40929,2.3893,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-126,4.48735,4.46735,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-80,2.77448,2.75448,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-68,2.26057,2.24057,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-89,2.79343,2.77343,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-90,3.07549,3.05549,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-88,2.70033,2.68033,0.02,success,0,0,-,-,-,-,-
empty-48-48,3,2,online_window_dijkstra_2,-99,3.29335,3.27335,0.02,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-171,7.75983,7.72983,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-162,7.18703,7.15703,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-174,5.52442,5.49442,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-190,5.85335,5.82335,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-187,5.51519,5.48519,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-208,5.7805,5.7505,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-176,4.96975,4.93975,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-173,4.71747,4.68748,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-132,4.54071,4.51071,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-164,4.16912,4.13912,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-167,4.41752,4.38753,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-141,3.91883,3.88883,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-152,4.25911,4.22911,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-182,5.76746,5.73746,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-170,4.24506,4.21506,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-144,3.63861,3.60861,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-196,4.39419,4.36419,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-168,5.00946,4.97946,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-143,3.23604,3.20604,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-149,4.40923,4.37923,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-141,4.46287,4.43287,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-112,3.95813,3.92813,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-148,4.10075,4.07075,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-151,3.68029,3.65029,0.03,success,0,0,-,-,-,-,-
empty-48-48,2,2,online_window_dijkstra_2,-144,3.8629,3.8329,0.03,success,0,0,-,-,-,-,-
