map_name,scen_id,n_agents,solver_name,reward,total_time,exec_time,train_time,end_reason,steps,replans_max_size,replans_count,max_steps_window,max_reached_window,max_expanded_window,n_livelock,n_conflicts,eval_time,init_time,conflicts_time,n_iterations
maze-32-32-4,online_window_dijkstra_2,10,1,-3,0.41822,0.41822,0,success,3,0,0,3,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,10,1,-6,0.625642,0.625642,0,success,6,0,0,6,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,10,1,-3,0.41848,0.41848,0,success,3,0,0,3,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,10,1,-6,0.508395,0.508395,0,success,6,0,0,6,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,10,1,-11,0.769236,0.769236,0,success,11,0,0,11,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,10,1,-6,0.509022,0.509022,0,success,6,0,0,6,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,10,1,-8,0.610951,0.610951,0,success,8,0,0,8,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,10,1,-18,1.12107,1.12107,0,success,18,0,0,18,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-142,7.64993,7.64993,0,success,142,0,0,142,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-157,7.21795,7.21795,0,success,157,0,0,157,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-182,9.51942,9.51942,0,success,182,0,0,182,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-138,7.67872,7.67872,0,success,138,0,0,138,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-171,8.20459,8.20459,0,success,171,0,0,171,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-149,7.28185,7.28185,0,success,149,0,0,149,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-129,7.42576,7.42576,0,success,129,0,0,129,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-131,6.83744,6.83744,0,success,131,0,0,131,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-139,6.15018,6.15018,0,success,139,0,0,139,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-156,8.38177,8.38177,0,success,156,0,0,156,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-209,7.58364,7.58364,0,success,209,0,0,209,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-113,4.54375,4.54375,0,success,113,0,0,113,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-165,8.27008,8.27008,0,success,165,0,0,165,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-144,5.91769,5.91769,0,success,144,0,0,144,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-160,7.45518,7.45518,0,success,160,0,0,160,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-131,5.66891,5.66891,0,success,131,0,0,131,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-133,7.34722,7.34722,0,success,133,0,0,133,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-157,8.02836,8.02836,0,success,157,0,0,157,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-169,8.86721,8.86721,0,success,169,0,0,169,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-162,8.33486,8.33486,0,success,162,0,0,162,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-140,6.05105,6.05105,0,success,140,0,0,140,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-200,6.77651,6.77651,0,success,200,0,0,200,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-135,5.41241,5.41241,0,success,135,0,0,135,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-167,5.87862,5.87862,0,success,167,0,0,167,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-151,5.41083,5.41083,0,success,151,0,0,151,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-138,5.0259,5.0259,0,success,138,0,0,138,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-159,7.77373,7.77373,0,success,159,0,0,159,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-134,5.03452,5.03452,0,success,134,0,0,134,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-155,8.35488,8.35488,0,success,155,0,0,155,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,1,1,-172,6.15905,6.15905,0,success,172,0,0,172,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-205,9.99065,9.99065,0,success,205,0,0,205,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-167,8.75013,8.75013,0,success,167,0,0,167,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-188,9.50217,9.50217,0,success,188,0,0,188,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-167,9.03345,9.03345,0,success,167,0,0,167,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-176,7.22194,7.22194,0,success,176,0,0,176,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-187,9.47005,9.47005,0,success,187,0,0,187,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-170,8.82421,8.82421,0,success,170,0,0,170,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-176,6.46054,6.46054,0,success,176,0,0,176,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-169,8.8239,8.8239,0,success,169,0,0,169,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-186,9.67658,9.67658,0,success,186,0,0,186,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-200,7.15216,7.15216,0,success,200,0,0,200,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-215,7.46996,7.46996,0,success,215,0,0,215,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-217,7.47735,7.47735,0,success,217,0,0,217,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-159,6.53693,6.53693,0,success,159,0,0,159,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-175,8.05454,8.05454,0,success,175,0,0,175,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-183,6.64058,6.64058,0,success,183,0,0,183,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-155,7.69685,7.69685,0,success,155,0,0,155,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-151,6.73955,6.73955,0,success,151,0,0,151,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-208,8.05679,8.05679,0,success,208,0,0,208,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-172,8.87235,8.87235,0,success,172,0,0,172,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-200,7.8864,7.8864,0,success,200,0,0,200,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-186,7.04579,7.04579,0,success,186,0,0,186,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-189,6.70404,6.70404,0,success,189,0,0,189,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-207,10.6287,10.6287,0,success,207,0,0,207,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-179,6.56529,6.56529,0,success,179,0,0,179,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-174,6.7733,6.7733,0,success,174,0,0,174,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-159,8.51872,8.51872,0,success,159,0,0,159,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-187,6.90051,6.90051,0,success,187,0,0,187,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-193,6.87008,6.87008,0,success,193,0,0,193,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,4,1,-183,9.40192,9.40192,0,success,183,0,0,183,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-174,8.65357,8.65357,0,success,174,0,0,174,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-183,9.19609,9.19609,0,success,183,0,0,183,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-154,10.457,10.457,0,success,154,0,0,154,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-178,8.3151,8.3151,0,success,178,0,0,178,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-172,7.64242,7.64242,0,success,172,0,0,172,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-142,7.26387,7.26387,0,success,142,0,0,142,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-234,10.7088,10.7088,0,success,234,0,0,234,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-161,5.72998,5.72998,0,success,161,0,0,161,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-179,8.30467,8.30467,0,success,179,0,0,179,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-134,7.63565,7.63565,0,success,134,0,0,134,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-147,7.15724,7.15724,0,success,147,0,0,147,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-207,6.90232,6.90232,0,success,207,0,0,207,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-190,6.51298,6.51298,0,success,190,0,0,190,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-197,7.22638,7.22638,0,success,197,0,0,197,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-159,7.33803,7.33803,0,success,159,0,0,159,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-176,8.54876,8.54876,0,success,176,0,0,176,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-198,7.99048,7.99048,0,success,198,0,0,198,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-156,6.21512,6.21512,0,success,156,0,0,156,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-209,8.17876,8.17876,0,success,209,0,0,209,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-204,10.8586,10.8586,0,success,204,0,0,204,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-180,6.27894,6.27894,0,success,180,0,0,180,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-138,6.16562,6.16562,0,success,138,0,0,138,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-198,9.38201,9.38201,0,success,198,0,0,198,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-163,5.98456,5.98456,0,success,163,0,0,163,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-171,8.59968,8.59968,0,success,171,0,0,171,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-146,5.40765,5.40765,0,success,146,0,0,146,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-168,5.94079,5.94079,0,success,168,0,0,168,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-192,6.7452,6.7452,0,success,192,0,0,192,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-200,7.01441,7.01441,0,success,200,0,0,200,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,8,1,-177,6.90364,6.90364,0,success,177,0,0,177,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-220,8.81567,8.81567,0,success,220,0,0,220,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-96,4.86341,4.86341,0,success,96,0,0,96,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-124,5.69317,5.69317,0,success,124,0,0,124,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-84,4.29736,4.29736,0,success,84,0,0,84,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-79,4.34946,4.34946,0,success,79,0,0,79,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-90,4.50646,4.50646,0,success,90,0,0,90,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-108,3.89377,3.89377,0,success,108,0,0,108,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-106,5.29683,5.29683,0,success,106,0,0,106,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-119,6.86721,6.86721,0,success,119,0,0,119,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-113,4.28947,4.28947,0,success,113,0,0,113,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-123,4.63185,4.63185,0,success,123,0,0,123,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-123,5.73798,5.73798,0,success,123,0,0,123,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-103,3.58822,3.58822,0,success,103,0,0,103,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-141,4.81647,4.81647,0,success,141,0,0,141,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-149,6.78813,6.78813,0,success,149,0,0,149,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-116,5.51619,5.51619,0,success,116,0,0,116,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-96,4.97703,4.97703,0,success,96,0,0,96,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-129,4.1642,4.1642,0,success,129,0,0,129,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-73,4.3075,4.3075,0,success,73,0,0,73,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-101,6.77451,6.77451,0,success,101,0,0,101,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-100,3.4395,3.4395,0,success,100,0,0,100,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-168,7.38246,7.38246,0,success,168,0,0,168,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-78,3.94259,3.94259,0,success,78,0,0,78,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-90,5.07047,5.07047,0,success,90,0,0,90,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-108,4.81238,4.81238,0,success,108,0,0,108,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-92,4.81646,4.81646,0,success,92,0,0,92,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-122,5.66038,5.66038,0,success,122,0,0,122,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-68,5.09484,5.09484,0,success,68,0,0,68,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-106,3.96615,3.96615,0,success,106,0,0,106,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,16,1,-95,4.67905,4.67905,0,success,95,0,0,95,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-115,5.36928,5.36928,0,success,115,0,0,115,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-154,6.52355,6.52355,0,success,154,0,0,154,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-89,4.87805,4.87805,0,success,89,0,0,89,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-102,5.47711,5.47711,0,success,102,0,0,102,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-89,5.02918,5.02918,0,success,89,0,0,89,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-102,6.15817,6.15817,0,success,102,0,0,102,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-118,5.69143,5.69143,0,success,118,0,0,118,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-140,6.88328,6.88328,0,success,140,0,0,140,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-151,6.7568,6.7568,0,success,151,0,0,151,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-128,6.46439,6.46439,0,success,128,0,0,128,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-117,4.79111,4.79111,0,success,117,0,0,117,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-78,3.42981,3.42981,0,success,78,0,0,78,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-113,4.34221,4.34221,0,success,113,0,0,113,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-104,5.59253,5.59253,0,success,104,0,0,104,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-162,6.51984,6.51984,0,success,162,0,0,162,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-160,7.01126,7.01126,0,success,160,0,0,160,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-136,6.71712,6.71712,0,success,136,0,0,136,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-103,4.4004,4.4004,0,success,103,0,0,103,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-117,6.1985,6.1985,0,success,117,0,0,117,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-113,4.05976,4.05976,0,success,113,0,0,113,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-124,5.57834,5.57834,0,success,124,0,0,124,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-132,7.50023,7.50023,0,success,132,0,0,132,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-80,4.66266,4.66266,0,success,80,0,0,80,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-181,6.41895,6.41895,0,success,181,0,0,181,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-149,5.44269,5.44269,0,success,149,0,0,149,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-125,4.859,4.859,0,success,125,0,0,125,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-101,5.83667,5.83667,0,success,101,0,0,101,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-95,4.28228,4.28228,0,success,95,0,0,95,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-149,7.45099,7.45099,0,success,149,0,0,149,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,17,1,-110,5.60247,5.60247,0,success,110,0,0,110,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-179,9.60545,9.60545,0,success,179,0,0,179,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-170,8.89658,8.89658,0,success,170,0,0,170,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-167,7.7295,7.7295,0,success,167,0,0,167,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-188,7.18104,7.18104,0,success,188,0,0,188,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-181,9.90938,9.90938,0,success,181,0,0,181,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-181,7.37764,7.37764,0,success,181,0,0,181,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-189,14.8265,14.8265,0,success,189,0,0,189,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-179,8.6119,8.6119,0,success,179,0,0,179,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-211,9.51469,9.51469,0,success,211,0,0,211,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-166,7.67934,7.67934,0,success,166,0,0,166,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-200,11.296,11.296,0,success,200,0,0,200,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-145,8.54005,8.54005,0,success,145,0,0,145,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-188,8.45091,8.45091,0,success,188,0,0,188,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-163,8.46438,8.46438,0,success,163,0,0,163,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-150,6.53873,6.53873,0,success,150,0,0,150,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-149,8.67009,8.67009,0,success,149,0,0,149,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-181,7.56593,7.56593,0,success,181,0,0,181,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-172,8.93162,8.93162,0,success,172,0,0,172,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-233,11.7133,11.7133,0,success,233,0,0,233,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-221,9.6185,9.6185,0,success,221,0,0,221,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-160,6.64988,6.64988,0,success,160,0,0,160,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-185,7.59429,7.59429,0,success,185,0,0,185,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-159,8.9699,8.9699,0,success,159,0,0,159,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-149,6.78638,6.78638,0,success,149,0,0,149,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-174,9.36016,9.36016,0,success,174,0,0,174,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-186,10.1776,10.1776,0,success,186,0,0,186,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-176,6.50978,6.50978,0,success,176,0,0,176,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-183,6.82829,6.82829,0,success,183,0,0,183,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-215,8.05026,8.05026,0,success,215,0,0,215,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,11,1,-204,9.01877,9.01877,0,success,204,0,0,204,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-133,5.91514,5.91514,0,success,133,0,0,133,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-175,9.25522,9.25522,0,success,175,0,0,175,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-203,7.07899,7.07899,0,success,203,0,0,203,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-206,9.80476,9.80476,0,success,206,0,0,206,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-113,6.26935,6.26935,0,success,113,0,0,113,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-141,7.86754,7.86754,0,success,141,0,0,141,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-138,5.39727,5.39727,0,success,138,0,0,138,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-134,6.18035,6.18035,0,success,134,0,0,134,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-147,6.88335,6.88335,0,success,147,0,0,147,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-181,9.32445,9.32445,0,success,181,0,0,181,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-101,5.67022,5.67022,0,success,101,0,0,101,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-226,11.011,11.011,0,success,226,0,0,226,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-120,6.08716,6.08716,0,success,120,0,0,120,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-139,7.1652,7.1652,0,success,139,0,0,139,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-158,7.80223,7.80223,0,success,158,0,0,158,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-139,7.28157,7.28157,0,success,139,0,0,139,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-153,8.04105,8.04105,0,success,153,0,0,153,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-155,6.29243,6.29243,0,success,155,0,0,155,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-147,5.8311,5.8311,0,success,147,0,0,147,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-144,6.49219,6.49219,0,success,144,0,0,144,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-144,7.16981,7.16981,0,success,144,0,0,144,0,0,0,-,-,-,-,-
maze-32-32-4,online_window_dijkstra_2,12,1,-158,6.57476,6.57476,0,success,158,0,0,158,0,0,0,-,-,-,-,-
